jittered_title,seed_title,onet_code,onet_name
Electrical Controls Engineer - Design and Development,Electrical Controls Engineer,17-2071.00,Electrical Engineers
Electrical Controls Engineer - Manufacturing Systems,Electrical Controls Engineer,17-2071.00,Electrical Engineers
Lead Electrical Controls Engineer - Controls and Automation,Electrical Controls Engineer,17-2071.00,Electrical Engineers
Cryptographer - Cybersecurity Research and Development,Cryptographer,15-2021.00,Mathematicians
Senior Cryptographer - Secure Communications,Cryptographer,15-2021.00,Mathematicians
Cryptographer - Cryptographic Protocol Design,Cryptographer,15-2021.00,Mathematicians
Applied Cryptographer - Software Development,Cryptographer,15-2021.00,Mathematicians
Cryptographer - Security Consulting and Advisory,Cryptographer,15-2021.00,Mathematicians
Commercial Roofer - Low Slope Roofing Specialist,Commercial Roofer,47-2181.00,Roofers
Experienced Commercial Roofer - Flat Roof Installation,Commercial Roofer,47-2181.00,Roofers
Commercial Roofing Foreman - Crew Management,Commercial Roofer,47-2181.00,Roofers
Commercial Roofer - Service and Repair,Commercial Roofer,47-2181.00,Roofers
Senior Commercial Roofer - Estimating and Project Management,Commercial Roofer,47-2181.00,Roofers
Process Control Technician - Refinery Operations,Process Control Technician,17-3024.01,Robotics Technicians
Senior Process Control Technician - Instrumentation and Controls,Process Control Technician,17-3024.01,Robotics Technicians
Process Control Technician - Chemical Plant,Process Control Technician,17-3024.01,Robotics Technicians
Process Control Technician - Automation and Optimization,Process Control Technician,17-3024.01,Robotics Technicians
Lead Process Control Technician - Training and Development,Process Control Technician,17-3024.01,Robotics Technicians
Payroll Manager - HR Generalist,Payroll Manager,11-3111.00,Compensation and Benefits Managers
Senior Payroll Manager - Global Payroll Operations,Payroll Manager,11-3111.00,Compensation and Benefits Managers
Payroll Manager - Bi-Weekly Payroll Experience Required,Payroll Manager,11-3111.00,Compensation and Benefits Managers
"Manager, Payroll & Benefits Administration - Corporate Office",Payroll Manager,11-3111.00,Compensation and Benefits Managers
Payroll Manager (Temporary) - Immediate Need for 6-Month Contract,Payroll Manager,11-3111.00,Compensation and Benefits Managers
Tile Mechanic - Commercial Construction,Tile Mechanic,47-2044.00,Tile and Stone Setters
Experienced Tile Mechanic Wanted - Competitive Pay & Benefits,Tile Mechanic,47-2044.00,Tile and Stone Setters
Tile Setter/Mechanic - Residential & Commercial Projects,Tile Mechanic,47-2044.00,Tile and Stone Setters
Journeyman Tile Mechanic - Union Shop (Local 32),Tile Mechanic,47-2044.00,Tile and Stone Setters
Tile Installer/Mechanic - Flooring Company Hiring for Immediate Start,Tile Mechanic,47-2044.00,Tile and Stone Setters
"Crossing Guard - Part-Time, Afternoon Shift",Crossing Guard,33-9091.00,Crossing Guards and Flaggers
"School Crossing Guard - $15/hour, 2 Hours/Day",Crossing Guard,33-9091.00,Crossing Guards and Flaggers
Crossing Guard (Safety Ambassador) - Morning & Afternoon Shifts,Crossing Guard,33-9091.00,Crossing Guards and Flaggers
Part-Time Crossing Guard - Elementary School (20 Hours/Week),Crossing Guard,33-9091.00,Crossing Guards and Flaggers
"Crossing Guard - Substitute Position, As-Needed Basis",Crossing Guard,33-9091.00,Crossing Guards and Flaggers
"Astronomer - Research Scientist, Exoplanet Detection",Astronomer,19-2011.00,Astronomers
Postdoctoral Research Astronomer - Stellar Astrophysics,Astronomer,19-2011.00,Astronomers
"Astronomer - Tenure-Track Faculty Position, University Setting",Astronomer,19-2011.00,Astronomers
Data Analyst/Astronomer - Space Telescope Science Institute,Astronomer,19-2011.00,Astronomers
"Research Astronomer - Computational Cosmology, HPC Experience Required",Astronomer,19-2011.00,Astronomers
A/C Tech (Air Conditioning Technician) - Residential Service,A/C Tech (Air Conditioning Technician),49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
"Commercial A/C Technician - Experienced Techs Wanted, Competitive Pay",A/C Tech (Air Conditioning Technician),49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
"HVAC Technician (A/C Tech) - Installation & Repair, Full-Time",A/C Tech (Air Conditioning Technician),49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
"A/C Technician - Field Service, Company Van & Gas Card Provided",A/C Tech (Air Conditioning Technician),49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
"Senior A/C Technician - Lead Technician Role, Supervisory Experience Required",A/C Tech (Air Conditioning Technician),49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
Gastroenterology Opportunity - Thriving Medical Group in Beautiful Coastal Town,Gastroenterologist,29-1216.00,General Internal Medicine Physicians
Staff Gastroenterologist - Busy Practice Seeks Additional Doctor,Gastroenterologist,29-1216.00,General Internal Medicine Physicians
Gastroenterologist Needed - Lucrative Package & Flexible Scheduling,Gastroenterologist,29-1216.00,General Internal Medicine Physicians
Advanced Endoscopy Gastroenterologist - Join Our Team of Experts,Gastroenterologist,29-1216.00,General Internal Medicine Physicians
Gastroenterologist Position Available - Academic Medical Center,Gastroenterologist,29-1216.00,General Internal Medicine Physicians
"Principal Gifts Officer, University Development - Focus on STEM Initiatives",Principal Gifts Officer,13-1131.00,Fundraisers
Senior Major Gifts Officer - Principal Gifts (East Coast Territory),Principal Gifts Officer,13-1131.00,Fundraisers
Principal Gifts Officer - High-Profile Non-Profit Organization,Principal Gifts Officer,13-1131.00,Fundraisers
"Gift Planning Officer, Principal and Planned Gifts - Development Team",Principal Gifts Officer,13-1131.00,Fundraisers
"Associate Director, Principal Gifts - Top-Ranked Private University",Principal Gifts Officer,13-1131.00,Fundraisers
Community Outreach Worker - Health Education & Promotion (Bilingual Required),Community Health Outreach Worker,21-1094.00,Community Health Workers
Community Health Outreach Worker - HIV/AIDS Prevention & Support Services,Community Health Outreach Worker,21-1094.00,Community Health Workers
Health Outreach Worker - Community-Based Organization (Grant-Funded),Community Health Outreach Worker,21-1094.00,Community Health Workers
"Community Health Worker (CHW) - Outreach & Education, Full-Time",Community Health Outreach Worker,21-1094.00,Community Health Workers
"Community Outreach Specialist - Health Department, Disease Prevention",Community Health Outreach Worker,21-1094.00,Community Health Workers
"Radio Frequency (RF) Technician - Field Service, Cellular Network",Radio Technician (Radio Tech),49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
Senior Radio Technician - Broadcasting & Transmission Systems,Radio Technician (Radio Tech),49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
"Radio Tech - Maintenance & Repair, 2-Way Radios & Accessories",Radio Technician (Radio Tech),49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
"Aviation Radio Technician - Install, Test, & Repair (FAA Experience)",Radio Technician (Radio Tech),49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
"Broadcast Radio Technician - Live Events, Audio/Visual Support",Radio Technician (Radio Tech),49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
"Water Meter Reader - Utility Company, Meter Reading Department (Full-Time)",Water Meter Reader,43-5041.00,"Meter Readers, Utilities"
"Meter Reader - Water Conservation Program, Field Operations",Water Meter Reader,43-5041.00,"Meter Readers, Utilities"
"Advanced Meter Reader - Smart Meter Technology, AMI Systems",Water Meter Reader,43-5041.00,"Meter Readers, Utilities"
"Water Service Worker - Meter Reading, Leak Detection, & Repair",Water Meter Reader,43-5041.00,"Meter Readers, Utilities"
Field Service Representative - Water Meter Reading & Customer Service,Water Meter Reader,43-5041.00,"Meter Readers, Utilities"
Chief Sustainability Officer (CSO) - ESG Strategy & Reporting,Chief Sustainability Officer (CSO),11-1011.03,Chief Sustainability Officers
Sustainability Leader - Chief Sustainability Officer (CSO) - Renewable Energy,Chief Sustainability Officer (CSO),11-1011.03,Chief Sustainability Officers
"VP, Chief Sustainability Officer - Global Corporate Social Responsibility",Chief Sustainability Officer (CSO),11-1011.03,Chief Sustainability Officers
Chief Sustainability Officer - Climate Action & Net Zero,Chief Sustainability Officer (CSO),11-1011.03,Chief Sustainability Officers
"Global CSO - Chief Sustainability Officer, Environmental Stewardship",Chief Sustainability Officer (CSO),11-1011.03,Chief Sustainability Officers
Metal Handler - Warehouse Operations - 2nd Shift,Metal Handler,51-4052.00,"Pourers and Casters, Metal"
Entry-Level Metal Handler - No Experience Necessary - Training Provided,Metal Handler,51-4052.00,"Pourers and Casters, Metal"
Metal Handler/Forklift Operator - Manufacturing Environment,Metal Handler,51-4052.00,"Pourers and Casters, Metal"
Experienced Metal Handler - Scrap Metal Recycling Facility,Metal Handler,51-4052.00,"Pourers and Casters, Metal"
Night Shift Metal Handler - Steel Distribution Center,Metal Handler,51-4052.00,"Pourers and Casters, Metal"
Code Enforcement Officer - Animal Control & Parks,Animal Park Code Enforcement Officer,33-9011.00,Animal Control Workers
"Animal Park Code Enforcement Officer - Part-Time, Seasonal",Animal Park Code Enforcement Officer,33-9011.00,Animal Control Workers
Zoning & Animal Control Code Enforcement Officer - Local Government,Animal Park Code Enforcement Officer,33-9011.00,Animal Control Workers
Code Enforcement Officer (Animal Parks & Recreation) - City of Irvine,Animal Park Code Enforcement Officer,33-9011.00,Animal Control Workers
Senior Code Enforcement Officer - Animal Services & Park Maintenance,Animal Park Code Enforcement Officer,33-9011.00,Animal Control Workers
CNC Gear Machinist - 1st Shift - Aerospace Industry,Gear Machinist,51-4041.00,Machinists
Gear Machinist - Manual Machining - Job Shop Environment,Gear Machinist,51-4041.00,Machinists
Senior Gear Machinist - Lead Role - Gear Manufacturing,Gear Machinist,51-4041.00,Machinists
Gear Machinist - Grinding & Hobbing - Automotive Parts,Gear Machinist,51-4041.00,Machinists
Entry-Level Gear Machinist - Apprenticeship Program - Machining,Gear Machinist,51-4041.00,Machinists
Aircraft Quality Control Inspector (FAA) - Aviation Manufacturing,Aircraft Quality Control Inspector (Aircraft QC Inspector),53-6051.01,Aviation Inspectors
Senior Quality Control Inspector - Aircraft Components - AS9100,Aircraft Quality Control Inspector (Aircraft QC Inspector),53-6051.01,Aviation Inspectors
Aircraft QC Inspector - Final Assembly Line - Commercial Aircraft,Aircraft Quality Control Inspector (Aircraft QC Inspector),53-6051.01,Aviation Inspectors
"Quality Control Inspector, Aircraft - NDT Level II - Military Contracts",Aircraft Quality Control Inspector (Aircraft QC Inspector),53-6051.01,Aviation Inspectors
Lead Aircraft Quality Control Inspector - Supplier Quality & Development,Aircraft Quality Control Inspector (Aircraft QC Inspector),53-6051.01,Aviation Inspectors
Product Test Specialist - Consumer Electronics (On-site),Product Test Specialist,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Senior Test Specialist - New Product Development Team,Product Test Specialist,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Quality Assurance Product Test Specialist - Medical Devices,Product Test Specialist,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Product Test Specialist (Temporary) - Summer Internship Opportunity,Product Test Specialist,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Lead Product Test Specialist - Home Appliances (Remote Option),Product Test Specialist,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
Data Scientist - Machine Learning (PhD Required),Data Scientist,15-2051.00,Data Scientists
Senior Data Scientist - Global Marketing Analytics,Data Scientist,15-2051.00,Data Scientists
"Data Scientist, Advanced Analytics (Healthcare Focus)",Data Scientist,15-2051.00,Data Scientists
Junior Data Scientist - Data Visualization & Reporting,Data Scientist,15-2051.00,Data Scientists
Lead Data Scientist - Natural Language Processing (NLP) Expertise,Data Scientist,15-2051.00,Data Scientists
Layout Worker - Printing Press (2nd Shift),Layout Worker,51-4192.00,"Layout Workers, Metal and Plastic"
Pre-Press Layout Worker - Graphic Design Experience Required,Layout Worker,51-4192.00,"Layout Workers, Metal and Plastic"
Layout Worker (Temporary) - Busy Season Help Needed,Layout Worker,51-4192.00,"Layout Workers, Metal and Plastic"
Senior Layout Worker - Team Lead Opportunity,Layout Worker,51-4192.00,"Layout Workers, Metal and Plastic"
Layout Worker - Digital Media (Entry-Level Position),Layout Worker,51-4192.00,"Layout Workers, Metal and Plastic"
Sign Designer - Custom Signage Company (Creative Freedom),Sign Designer,27-1021.00,Commercial and Industrial Designers
Junior Sign Designer - Assist Senior Designers (Training Provided),Sign Designer,27-1021.00,Commercial and Industrial Designers
Sign Designer (Part-Time) - Flexible Schedule Available,Sign Designer,27-1021.00,Commercial and Industrial Designers
Senior Sign Designer - Lead Design Team (Management Opportunity),Sign Designer,27-1021.00,Commercial and Industrial Designers
Sign Designer - Digital Signage Expertise (Software Knowledge Required),Sign Designer,27-1021.00,Commercial and Industrial Designers
Roadway Designer - Transportation Engineering Firm (PE Required),Roadway Designer,17-2051.01,Transportation Engineers
